id,side,instrument,status,px_init,px_fill,volume_init,volume_fill,note,tags,date
0x91327c57a81,BUY,EURCHF,CANCEL,1.88491,0,11300,0,NOTE9,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:00:47.191000+00:00
0x91327c57a81,BUY,EURCHF,DONE,1.88491,0,11300,0,NOTE9,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:00:47.238000+00:00
0x7c01b7f7b2,SELL,EURNZD,IN_PROCESS,1.68501,2.44533,7600,3779,NOTE8,[<OrderTag.REGULAR_TRADE: 3>],2022-01-01 00:00:52.620000+00:00
0x7c01b7f7b2,SELL,EURNZD,PARTIAL_FILL,1.68501,2.44533,7600,3779,NOTE8,[<OrderTag.REGULAR_TRADE: 3>],2022-01-01 00:00:52.672000+00:00
0x7c01b7f7b2,SELL,EURNZD,DONE,1.68501,2.44533,7600,3779,NOTE8,[<OrderTag.REGULAR_TRADE: 3>],2022-01-01 00:00:52.724000+00:00
0x2cc4caec11,BUY,AUDJPY,IN_PROCESS,79.32006,0,1300,0,NOTE6,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.TRANSFER: 5>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:00:52.902000+00:00
0x2cc4caec11,BUY,AUDJPY,CANCEL,79.32006,0,1300,0,NOTE6,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.TRANSFER: 5>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:00:52.954000+00:00
0x2cc4caec11,BUY,AUDJPY,DONE,79.32006,0,1300,0,NOTE6,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.TRANSFER: 5>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:00:53.006000+00:00
0x7978766c81c,SELL,AUDEUR,IN_PROCESS,0.62963,1.3593,2000,2000,NOTE1,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:00.380000+00:00
0x7978766c81c,SELL,AUDEUR,FILL,0.62963,1.3593,2000,2000,NOTE1,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:00.380000+00:00
0x7978766c81c,SELL,AUDEUR,DONE,0.62963,1.3593,2000,2000,NOTE1,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:00.380000+00:00
0x4fd2383aee6,BUY,GBPCAD,IN_PROCESS,1.32133,0,8000,0,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:03.893000+00:00
0x4fd2383aee6,BUY,GBPCAD,CANCEL,1.32133,0,8000,0,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:03.896000+00:00
0x4fd2383aee6,BUY,GBPCAD,DONE,1.32133,0,8000,0,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:03.899000+00:00
0x88b427c433d,BUY,CHFJPY,IN_PROCESS,118.11128,118.53753,13900,9259,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:17.947000+00:00
0x88b427c433d,BUY,CHFJPY,PARTIAL_FILL,118.11128,118.53753,13900,9259,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:17.964000+00:00
0x88b427c433d,BUY,CHFJPY,DONE,118.11128,118.53753,13900,9259,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:17.981000+00:00
0x36cc22d82dc,SELL,GBPJPY,IN_PROCESS,143.23002,143.23002,1600,1600,NOTE3,[<OrderTag.DISTANCE_TRADE: 2>],2022-01-01 00:01:23.893000+00:00
0x36cc22d82dc,SELL,GBPJPY,FILL,143.23002,143.23002,1600,1600,NOTE3,[<OrderTag.DISTANCE_TRADE: 2>],2022-01-01 00:01:23.916000+00:00
0x36cc22d82dc,SELL,GBPJPY,DONE,143.23002,143.23002,1600,1600,NOTE3,[<OrderTag.DISTANCE_TRADE: 2>],2022-01-01 00:01:23.939000+00:00
0x6d28ea94a1f,BUY,EURJPY,IN_PROCESS,127.07816,0,13000,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:37.502000+00:00
0x6d28ea94a1f,BUY,EURJPY,CANCEL,127.07816,0,13000,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:37.539000+00:00
0x6d28ea94a1f,BUY,EURJPY,DONE,127.07816,0,13000,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:01:37.576000+00:00
0x12909ca8610,SELL,AUDEUR,IN_PROCESS,0.62963,0.62963,7400,7400,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:50.578000+00:00
0x12909ca8610,SELL,AUDEUR,FILL,0.62963,0.62963,7400,7400,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:50.628000+00:00
0x12909ca8610,SELL,AUDEUR,DONE,0.62963,0.62963,7400,7400,NOTE2,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:50.678000+00:00
0x333fd0665ce,SELL,EURCAD,IN_PROCESS,1.41313,1.41313,8400,8400,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:53.005000+00:00
0x333fd0665ce,SELL,EURCAD,FILL,1.41313,1.41313,8400,8400,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:53.058000+00:00
0x333fd0665ce,SELL,EURCAD,DONE,1.41313,1.41313,8400,8400,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRADE: 1>]",2022-01-01 00:01:53.111000+00:00
0x6aad7eba4e6,SELL,AUDJPY,IN_PROCESS,80.00315,80.72342,5800,32,NOTE1,"[<OrderTag.TRADE: 1>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:54.893000+00:00
0x6aad7eba4e6,SELL,AUDJPY,PARTIAL_FILL,80.00315,80.72342,5800,32,NOTE1,"[<OrderTag.TRADE: 1>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:54.947000+00:00
0x6aad7eba4e6,SELL,AUDJPY,DONE,80.00315,80.72342,5800,32,NOTE1,"[<OrderTag.TRADE: 1>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:01:55.001000+00:00
0x6ca88a87486,BUY,GBPJPY,IN_PROCESS,145.69532,146.28418,5600,5600,NOTE6,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:01:57.859000+00:00
0x6ca88a87486,BUY,GBPJPY,FILL,145.69532,146.28418,5600,5600,NOTE6,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:01:57.916000+00:00
0x6ca88a87486,BUY,GBPJPY,DONE,145.69532,146.28418,5600,5600,NOTE6,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:01:57.973000+00:00
0x68ce871e41,SELL,EURNZD,IN_PROCESS,1.68501,0,8100,0,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:02:11.820000+00:00
0x68ce871e41,SELL,EURNZD,CANCEL,1.68501,0,8100,0,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:02:11.831000+00:00
0x68ce871e41,SELL,EURNZD,DONE,1.68501,0,8100,0,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:02:11.842000+00:00
0x1afa9adbe21,SELL,EURNZD,IN_PROCESS,1.68501,1.68501,4100,4100,NOTE9,[<OrderTag.TRANSFER: 5>],2022-01-01 00:02:23.701000+00:00
0x1afa9adbe21,SELL,EURNZD,FILL,1.68501,1.68501,4100,4100,NOTE9,[<OrderTag.TRANSFER: 5>],2022-01-01 00:02:23.724000+00:00
0x1afa9adbe21,SELL,EURNZD,DONE,1.68501,1.68501,4100,4100,NOTE9,[<OrderTag.TRANSFER: 5>],2022-01-01 00:02:23.747000+00:00
0x7a4d6962534,SELL,EURNZD,IN_PROCESS,1.68501,2.2399,12500,8622,NOTE7,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:27.997000+00:00
0x7a4d6962534,SELL,EURNZD,PARTIAL_FILL,1.68501,2.2399,12500,8622,NOTE7,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:28.024000+00:00
0x7a4d6962534,SELL,EURNZD,DONE,1.68501,2.2399,12500,8622,NOTE7,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.TRANSFER: 5>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:28.052000+00:00
0x502cf9e5ec2,SELL,GBPCAD,IN_PROCESS,1.44401,1.70136,7600,6848,NOTE6,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:02:34.805000+00:00
0x502cf9e5ec2,SELL,GBPCAD,PARTIAL_FILL,1.44401,1.70136,7600,6848,NOTE6,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:02:34.839000+00:00
0x502cf9e5ec2,SELL,GBPCAD,DONE,1.44401,1.70136,7600,6848,NOTE6,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:02:34.873000+00:00
0x371f02144ab,SELL,GBPCAD,IN_PROCESS,1.44401,0,7000,0,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:47.594000+00:00
0x371f02144ab,SELL,GBPCAD,CANCEL,1.44401,0,7000,0,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:47.641000+00:00
0x371f02144ab,SELL,GBPCAD,DONE,1.44401,0,7000,0,NOTE6,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:47.688000+00:00
0x862480db8fc,SELL,CHFJPY,IN_PROCESS,116.89021,116.89021,7000,6204,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>]",2022-01-01 00:02:47.782000+00:00
0x862480db8fc,SELL,CHFJPY,PARTIAL_FILL,116.89021,116.89021,7000,6204,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>]",2022-01-01 00:02:47.829000+00:00
0x862480db8fc,SELL,CHFJPY,DONE,116.89021,116.89021,7000,6204,NOTE8,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRANSFER: 5>]",2022-01-01 00:02:47.876000+00:00
0x66d706e8dfa,SELL,GBPJPY,IN_PROCESS,143.23002,0,9900,0,NOTE8,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:59.252000+00:00
0x66d706e8dfa,SELL,GBPJPY,CANCEL,143.23002,0,9900,0,NOTE8,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:59.311000+00:00
0x66d706e8dfa,SELL,GBPJPY,DONE,143.23002,0,9900,0,NOTE8,"[<OrderTag.SPECIAL_TRADE: 4>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:02:59.370000+00:00
0xb90d468c32,BUY,EURNZD,IN_PROCESS,1.99271,2.30759,13600,13600,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:03.379000+00:00
0xb90d468c32,BUY,EURNZD,FILL,1.99271,2.30759,13600,13600,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:03.382000+00:00
0xb90d468c32,BUY,EURNZD,DONE,1.99271,2.30759,13600,13600,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:03.385000+00:00
0x6b38045f4a3,SELL,AUDEUR,IN_PROCESS,0.62963,1.55695,5500,5500,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:16.599000+00:00
0x6b38045f4a3,SELL,AUDEUR,FILL,0.62963,1.55695,5500,5500,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:16.615000+00:00
0x6b38045f4a3,SELL,AUDEUR,DONE,0.62963,1.55695,5500,5500,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.REGULAR_TRADE: 3>]",2022-01-01 00:03:16.631000+00:00
0x52c824ee00c,BUY,GBPJPY,IN_PROCESS,145.69532,146.46556,10200,9237,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:17.667000+00:00
0x52c824ee00c,BUY,GBPJPY,PARTIAL_FILL,145.69532,146.46556,10200,9237,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:17.684000+00:00
0x52c824ee00c,BUY,GBPJPY,DONE,145.69532,146.46556,10200,9237,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:17.701000+00:00
0x5e6f26aa8f5,BUY,GBPCAD,IN_PROCESS,1.32133,1.71333,13300,13300,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:23.694000+00:00
0x5e6f26aa8f5,BUY,GBPCAD,FILL,1.32133,1.71333,13300,13300,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:23.717000+00:00
0x5e6f26aa8f5,BUY,GBPCAD,DONE,1.32133,1.71333,13300,13300,NOTE1,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.REGULAR_TRADE: 3>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:23.740000+00:00
0x4cec186ac11,SELL,AUDEUR,IN_PROCESS,0.62963,1.47297,2500,1290,NOTE8,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:32.657000+00:00
0x4cec186ac11,SELL,AUDEUR,PARTIAL_FILL,0.62963,1.47297,2500,1290,NOTE8,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:32.689000+00:00
0x4cec186ac11,SELL,AUDEUR,DONE,0.62963,1.47297,2500,1290,NOTE8,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:32.721000+00:00
0x48440ee49de,BUY,GBPJPY,IN_PROCESS,145.69532,0,12800,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:33.325000+00:00
0x48440ee49de,BUY,GBPJPY,CANCEL,145.69532,0,12800,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:33.358000+00:00
0x48440ee49de,BUY,GBPJPY,DONE,145.69532,0,12800,0,NOTE4,"[<OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.DISTANCE_TRADE: 2>, <OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:03:33.391000+00:00
0x60546334b8a,SELL,GBPJPY,IN_PROCESS,143.23002,0,3300,0,NOTE3,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:42.198000+00:00
0x60546334b8a,SELL,GBPJPY,CANCEL,143.23002,0,3300,0,NOTE3,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:42.240000+00:00
0x60546334b8a,SELL,GBPJPY,DONE,143.23002,0,3300,0,NOTE3,[<OrderTag.SPECIAL_TRADE: 4>],2022-01-01 00:03:42.282000+00:00
0x5a85ff44b55,BUY,EURNZD,IN_PROCESS,1.99271,0,11100,0,NOTE5,[<OrderTag.TRANSFER: 5>],2022-01-01 00:03:54.102000+00:00
0x5a85ff44b55,BUY,EURNZD,CANCEL,1.99271,0,11100,0,NOTE5,[<OrderTag.TRANSFER: 5>],2022-01-01 00:03:54.156000+00:00
0x5a85ff44b55,BUY,EURNZD,DONE,1.99271,0,11100,0,NOTE5,[<OrderTag.TRANSFER: 5>],2022-01-01 00:03:54.210000+00:00
0x246d7302117,SELL,EURGBP,IN_PROCESS,0.88473,0.88473,4000,1283,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:59.834000+00:00
0x246d7302117,SELL,EURGBP,PARTIAL_FILL,0.88473,0.88473,4000,1283,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:59.893000+00:00
0x246d7302117,SELL,EURGBP,DONE,0.88473,0.88473,4000,1283,NOTE7,"[<OrderTag.TRANSFER: 5>, <OrderTag.TRADE: 1>]",2022-01-01 00:03:59.952000+00:00
0x7c45ce16d7a,BUY,EURJPY,IN_PROCESS,127.07816,127.07816,5200,4571,NOTE4,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:03:59.976000+00:00
0x7c45ce16d7a,BUY,EURJPY,PARTIAL_FILL,127.07816,127.07816,5200,4571,NOTE4,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:04:00.035000+00:00
0x7c45ce16d7a,BUY,EURJPY,DONE,127.07816,127.07816,5200,4571,NOTE4,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>, <OrderTag.DISTANCE_TRADE: 2>]",2022-01-01 00:04:00.035000+00:00
0x1e9d81c62e5,BUY,EURGBP,IN_PROCESS,1.00229,1.00229,14000,6804,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:04:02.330000+00:00
0x1e9d81c62e5,BUY,EURGBP,PARTIAL_FILL,1.00229,1.00229,14000,6804,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:04:02.332000+00:00
0x1e9d81c62e5,BUY,EURGBP,DONE,1.00229,1.00229,14000,6804,NOTE9,"[<OrderTag.REGULAR_TRADE: 3>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:04:02.334000+00:00
0x48d7e53afee,SELL,CHFJPY,IN_PROCESS,116.89021,117.05331,9200,9200,NOTE2,"[<OrderTag.TRADE: 1>, <OrderTag.SPECIAL_TRADE: 4>]",2022-01-01 00:04:08.594000+00:00
