ID,SIDE,INSTRUMENT,STATUS,PX_INIT,PX_FILL,VOLUME_INIT,VOLUME_FILL,NOTE,TAGS,DATE
0xbcf1f26b,SELL,EURGBP,INPROCESS,0.88473,0,184000,0,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:03:29.227
0xbcf1f26b,SELL,EURGBP,FILL,0.88473,0.88375,184000,184000,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:03:36.731
0xbcf1f26b,SELL,EURGBP,DONE,0.88473,0.88375,184000,184000,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:03:43.779
0x2940d741,BUY,EURRUB,INPROCESS,91.996,0,680000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:03:46.355
0x2940d741,BUY,EURRUB,FILL,91.996,91.99604,680000,680000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:03:48.267
0x2940d741,BUY,EURRUB,DONE,91.996,91.99604,680000,680000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:03:50.211
0x530385c3,BUY,EURNZD,INPROCESS,1.68618,0,176000,0,NOTE 5,REGULAR TRADE,01.02.2021 00:03:55.539
0x530385c3,BUY,EURNZD,PARTIALFILL,1.68618,1.68561,176000,109000,NOTE 5,REGULAR TRADE,01.02.2021 00:03:59.475
0x530385c3,BUY,EURNZD,DONE,1.68618,1.68561,176000,109000,NOTE 5,REGULAR TRADE,01.02.2021 00:04:06.707
0x7ecd9149,BUY,EURCAD,INPROCESS,1.55111,0,336000,0,NOTE 3,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:04:10.491
0x7ecd9149,BUY,EURCAD,PARTIALFILL,1.55111,1.55141,336000,119000,NOTE 3,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:04:18.899
0x7ecd9149,BUY,EURCAD,DONE,1.55111,1.55141,336000,119000,NOTE 3,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:04:25.795
0xdb1b3db,SELL,EURRUB,INPROCESS,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:04:30.547
0xdb1b3db,SELL,EURRUB,CANCEL,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:04:35.571
0xdb1b3db,SELL,EURRUB,DONE,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:04:43.859
0xdcf01b91,SELL,EURNZD,INPROCESS,1.68501,0,688000,0,NOTE 5,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:04:46.315
0xdcf01b91,SELL,EURNZD,PARTIALFILL,1.68501,1.68426,688000,319000,NOTE 5,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:04:53.787
0xdcf01b91,SELL,EURNZD,DONE,1.68501,1.68426,688000,319000,NOTE 5,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:04:57.451
0xb26152b3,SELL,EURRUB,INPROCESS,91.31132,0,944000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:01.419
0xb26152b3,SELL,EURRUB,FILL,91.31132,91.31145,944000,944000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:04.035
0xb26152b3,SELL,EURRUB,DONE,91.31132,91.31145,944000,944000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:08.427
0x69d6f819,SELL,AUDEUR,INPROCESS,0.62963,0,144000,0,NOTE 4,REGULAR TRADE,01.02.2021 00:05:09.131
0x69d6f819,SELL,AUDEUR,FILL,0.62963,0.62985,144000,144000,NOTE 4,REGULAR TRADE,01.02.2021 00:05:14.579
0x69d6f819,SELL,AUDEUR,DONE,0.62963,0.62985,144000,144000,NOTE 4,REGULAR TRADE,01.02.2021 00:05:23.955
0x359de84b,BUY,EURRUB,INPROCESS,91.996,0,536000,0,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:27.467
0x359de84b,BUY,EURRUB,PARTIALFILL,91.996,91.99628,536000,253000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:33.611
0x359de84b,BUY,EURRUB,DONE,91.996,91.99628,536000,253000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:05:36.339
0x8924b8e1,SELL,GBPCAD,INPROCESS,1.44401,0,496000,0,NOTE 10,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:05:43.075
0x8924b8e1,SELL,GBPCAD,CANCEL,1.44401,0,496000,0,NOTE 10,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:05:52.907
0x8924b8e1,SELL,GBPCAD,DONE,1.44401,0,496000,0,NOTE 10,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:06:00.891
0x544f2aa3,SELL,GBPJPY,INPROCESS,143.23002,0,136000,0,NOTE 7,,01.02.2021 00:06:06.699
0x544f2aa3,SELL,GBPJPY,CANCEL,143.23002,0,136000,0,NOTE 7,,01.02.2021 00:06:09.395
0x544f2aa3,SELL,GBPJPY,DONE,143.23002,0,136000,0,NOTE 7,,01.02.2021 00:06:16.747
0x27907fe9,BUY,AUDEUR,INPROCESS,0.629698,0,192000,0,NOTE 4,TRANSFER,01.02.2021 00:06:25.971
0x27907fe9,BUY,AUDEUR,PARTIALFILL,0.629698,0.6301,192000,71000,NOTE 4,TRANSFER,01.02.2021 00:06:31.659
0x27907fe9,BUY,AUDEUR,DONE,0.629698,0.6301,192000,71000,NOTE 4,TRANSFER,01.02.2021 00:06:40.915
0xf69a7fbb,BUY,EURRUB,INPROCESS,91.996,0,24000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:06:49.987
0xf69a7fbb,BUY,EURRUB,PARTIALFILL,91.996,91.9955,24000,5000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:06:57.851
0xf69a7fbb,BUY,EURRUB,DONE,91.996,91.9955,24000,5000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:06:59.219
0x638a7f31,SELL,EURNZD,INPROCESS,1.68501,0,888000,0,NOTE 5,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:07:05.635
0x638a7f31,SELL,EURNZD,PARTIALFILL,1.68501,1.68419,888000,735000,NOTE 5,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:07:11.627
0x638a7f31,SELL,EURNZD,DONE,1.68501,1.68419,888000,735000,NOTE 5,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:07:16.531
0xa9d07d93,SELL,EURGBP,INPROCESS,0.88473,0,96000,0,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:19.379
0xa9d07d93,SELL,EURGBP,FILL,0.88473,0.88378,96000,96000,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:24.555
0xa9d07d93,SELL,EURGBP,DONE,0.88473,0.88378,96000,96000,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:30.667
0x7b0478b9,SELL,EURRUB,INPROCESS,91.31132,0,832000,0,NOTE 11,REGULAR TRADE,01.02.2021 00:07:31.011
0x7b0478b9,SELL,EURRUB,CANCEL,91.31132,0,832000,0,NOTE 11,REGULAR TRADE,01.02.2021 00:07:32.139
0x7b0478b9,SELL,EURRUB,DONE,91.31132,0,832000,0,NOTE 11,REGULAR TRADE,01.02.2021 00:07:38.675
0xe9c66a2b,SELL,GBPJPY,INPROCESS,143.23002,0,840000,0,NOTE 7,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:39.107
0xe9c66a2b,SELL,GBPJPY,PARTIALFILL,143.23002,143.23031,840000,373000,NOTE 7,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:41.291
0xe9c66a2b,SELL,GBPJPY,DONE,143.23002,143.23031,840000,373000,NOTE 7,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:07:45.499
0x277e3e81,BUY,EURCHF,INPROCESS,1.08052,0,184000,0,NOTE 2,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:07:54.995
0x277e3e81,BUY,EURCHF,CANCEL,1.08052,0,184000,0,NOTE 2,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:08:03.947
0x277e3e81,BUY,EURCHF,DONE,1.08052,0,184000,0,NOTE 2,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:08:06.371
0xb4fbbb83,SELL,GBPJPY,INPROCESS,143.23002,0,680000,0,NOTE 7,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:08:10.459
0xb4fbbb83,SELL,GBPJPY,CANCEL,143.23002,0,680000,0,NOTE 7,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:08:15.515
0xb4fbbb83,SELL,GBPJPY,DONE,143.23002,0,680000,0,NOTE 7,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:08:16.187
0xda763289,BUY,EURNZD,INPROCESS,1.68618,0,176000,0,NOTE 5,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:18.251
0xda763289,BUY,EURNZD,CANCEL,1.68618,0,176000,0,NOTE 5,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:19.019
0xda763289,BUY,EURNZD,DONE,1.68618,0,176000,0,NOTE 5,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:21.235
0xc1eb979b,BUY,GBPCAD,INPROCESS,1.75086,0,336000,0,NOTE 10,REGULAR TRADE,01.02.2021 00:08:29.827
0xc1eb979b,BUY,GBPCAD,PARTIALFILL,1.75086,1.75005,336000,117000,NOTE 10,REGULAR TRADE,01.02.2021 00:08:38.931
0xc1eb979b,BUY,GBPCAD,DONE,1.75086,1.75005,336000,117000,NOTE 10,REGULAR TRADE,01.02.2021 00:08:39.179
0xdd5dc6d1,BUY,EURRUB,INPROCESS,91.996,0,344000,0,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:40.155
0xdd5dc6d1,BUY,EURRUB,FILL,91.996,91.99634,344000,344000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:48.867
0xdd5dc6d1,BUY,EURRUB,DONE,91.996,91.99634,344000,344000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:08:52.411
0x5eea5473,SELL,EURJPY,INPROCESS,124.88801,0,688000,0,NOTE 6,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:01.939
0x5eea5473,SELL,EURJPY,FILL,124.88801,124.88801,688000,688000,NOTE 6,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:03.275
0x5eea5473,SELL,EURJPY,DONE,124.88801,124.88801,688000,688000,NOTE 6,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:06.307
0x7131fd59,SELL,EURCAD,INPROCESS,1.41313,0,944000,0,NOTE 3,,01.02.2021 00:09:12.691
0x7131fd59,SELL,EURCAD,FILL,1.41313,1.41316,944000,944000,NOTE 3,,01.02.2021 00:09:14.299
0x7131fd59,SELL,EURCAD,DONE,1.41313,1.41316,944000,944000,NOTE 3,,01.02.2021 00:09:19.595
0x50eef80b,SELL,EURRUB,INPROCESS,91.31132,0,144000,0,NOTE 11,TRANSFER,01.02.2021 00:09:20.147
0x50eef80b,SELL,EURRUB,CANCEL,91.31132,0,144000,0,NOTE 11,TRANSFER,01.02.2021 00:09:27.771
0x50eef80b,SELL,EURRUB,DONE,91.31132,0,144000,0,NOTE 11,TRANSFER,01.02.2021 00:09:29.259
0xead7e821,SELL,EURRUB,INPROCESS,91.31132,0,536000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:09:30.115
0xead7e821,SELL,EURRUB,FILL,91.31132,91.31045,536000,536000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:09:33.387
0xead7e821,SELL,EURRUB,DONE,91.31132,91.31045,536000,536000,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:09:39.651
0xa8a8b863,SELL,EURRUB,INPROCESS,91.31132,0,496000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:47.819
0xa8a8b863,SELL,EURRUB,FILL,91.31132,91.31163,496000,496000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:55.835
0xa8a8b863,SELL,EURRUB,DONE,91.31132,91.31163,496000,496000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:09:57.027
0xb25d2929,SELL,EURRUB,INPROCESS,91.31132,0,136000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:00.331
0xb25d2929,SELL,EURRUB,PARTIALFILL,91.31132,91.31063,136000,111000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:09.979
0xb25d2929,SELL,EURRUB,DONE,91.31132,91.31063,136000,111000,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:16.755
0x40407b7b,SELL,GBPJPY,INPROCESS,143.23002,0,192000,0,NOTE 7,REGULAR TRADE,01.02.2021 00:10:22.067
0x40407b7b,SELL,GBPJPY,PARTIALFILL,143.23002,143.22948,192000,117000,NOTE 7,REGULAR TRADE,01.02.2021 00:10:30.811
0x40407b7b,SELL,GBPJPY,DONE,143.23002,143.22948,192000,117000,NOTE 7,REGULAR TRADE,01.02.2021 00:10:37.739
0x3c3c7271,SELL,AUDEUR,INPROCESS,0.62963,0,24000,0,NOTE 4,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:45.875
0x3c3c7271,SELL,AUDEUR,PARTIALFILL,0.62963,0.62897,24000,15000,NOTE 4,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:50.507
0x3c3c7271,SELL,AUDEUR,DONE,0.62963,0.62897,24000,15000,NOTE 4,"TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:10:59.091
0x27265753,SELL,CHFJPY,INPROCESS,116.89021,0,888000,0,NOTE 8,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:11:08.099
0x27265753,SELL,CHFJPY,CANCEL,116.89021,0,888000,0,NOTE 8,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:11:09.195
0x27265753,SELL,CHFJPY,DONE,116.89021,0,888000,0,NOTE 8,"TRADE, DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:11:12.347
0xccc605f9,SELL,EURCAD,INPROCESS,1.41313,0,96000,0,NOTE 3,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:11:13.171
0xccc605f9,SELL,EURCAD,FILL,1.41313,1.4135,96000,96000,NOTE 3,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:11:18.059
0xccc605f9,SELL,EURCAD,DONE,1.41313,1.4135,96000,96000,NOTE 3,"TRADE, REGULAR TRADE, TRANSFER",01.02.2021 00:11:25.715
0x6c4b11eb,SELL,AUDJPY,INPROCESS,80.00315,0,832000,0,NOTE 9,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:11:30.587
0x6c4b11eb,SELL,AUDJPY,PARTIALFILL,80.00315,80.00265,832000,645000,NOTE 9,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:11:35.051
0x6c4b11eb,SELL,AUDJPY,DONE,80.00315,80.00265,832000,645000,NOTE 9,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:11:41.619
0x56cc35c1,BUY,EURJPY,INPROCESS,127.09323,0,840000,0,NOTE 6,REGULAR TRADE,01.02.2021 00:11:45.435
0x56cc35c1,BUY,EURJPY,PARTIALFILL,127.09323,127.0935,840000,87000,NOTE 6,REGULAR TRADE,01.02.2021 00:11:47.227
0x56cc35c1,BUY,EURJPY,DONE,127.09323,127.0935,840000,87000,NOTE 6,REGULAR TRADE,01.02.2021 00:11:54.731
0x3a25a143,SELL,EURRUB,INPROCESS,91.31132,0,184000,0,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:12:01.779
0x3a25a143,SELL,EURRUB,PARTIALFILL,91.31132,91.31167,184000,157000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:12:04.355
0x3a25a143,SELL,EURRUB,DONE,91.31132,91.31167,184000,157000,NOTE 11,"DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:12:06.267
0x4fb3e3c9,SELL,EURCAD,INPROCESS,1.41313,0,680000,0,NOTE 3,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:12:08.211
0x4fb3e3c9,SELL,EURCAD,FILL,1.41313,1.41225,680000,680000,NOTE 3,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:12:13.539
0x4fb3e3c9,SELL,EURCAD,DONE,1.41313,1.41225,680000,680000,NOTE 3,"REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:12:17.475
0xd2e4ab5b,SELL,EURNZD,INPROCESS,1.68501,0,176000,0,NOTE 5,,01.02.2021 00:12:24.707
0xd2e4ab5b,SELL,EURNZD,PARTIALFILL,1.68501,1.68416,176000,101000,NOTE 5,,01.02.2021 00:12:28.491
0xd2e4ab5b,SELL,EURNZD,DONE,1.68501,1.68416,176000,101000,NOTE 5,,01.02.2021 00:12:36.899
0x24090211,SELL,GBPCAD,INPROCESS,1.44401,0,336000,0,NOTE 10,TRANSFER,01.02.2021 00:12:43.795
0x24090211,SELL,GBPCAD,PARTIALFILL,1.44401,1.44346,336000,319000,NOTE 10,TRANSFER,01.02.2021 00:12:48.547
0x24090211,SELL,GBPCAD,DONE,1.44401,1.44346,336000,319000,NOTE 10,TRANSFER,01.02.2021 00:12:53.571
0x6e2c0633,SELL,EURRUB,INPROCESS,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:13:01.859
0x6e2c0633,SELL,EURRUB,CANCEL,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:13:04.315
0x6e2c0633,SELL,EURRUB,DONE,91.31132,0,344000,0,NOTE 11,"TRADE, DISTANCE TRADE, SPECIAL TRADE",01.02.2021 00:13:11.787
0x50b71299,SELL,EURRUB,INPROCESS,91.31132,0,688000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:13:15.451
0x50b71299,SELL,EURRUB,CANCEL,91.31132,0,688000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:13:19.419
0x50b71299,SELL,EURRUB,DONE,91.31132,0,688000,0,NOTE 11,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE, TRANSFER",01.02.2021 00:13:22.035
0x4be37cb,BUY,EURGBP,INPROCESS,0.88491,0,944000,0,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:13:26.427
0x4be37cb,BUY,EURGBP,CANCEL,0.88491,0,944000,0,NOTE 1,"DISTANCE TRADE, REGULAR TRADE, SPECIAL TRADE",01.02.2021 00:13:27.131
